-271,90.603,-55.195,39.243,-30.255,24.893,-21.034,18.287,-15.989,14.498,-12.857,11.903,-10.835,1
-289.83,98.154,-59.068,41.126,-32.757,26.687,-22.329,19.551,-17.095,15.42,-13.804,12.802,-11.592,1
-290.18,97.848,-59.294,41.005,-32.763,26.789,-22.14,19.795,-16.833,15.663,-13.611,12.926,-11.544,1
-291.51,97.751,-58.757,41.706,-32.273,26.577,-22.505,19.471,-17.128,15.403,-13.894,12.753,-11.683,1
-292.1,97.691,-58.41,41.922,-32.424,26.358,-22.462,19.683,-17.056,15.277,-13.991,12.831,-11.541,1
-307.58,103.69,-63.251,44.434,-34.437,28.291,-23.918,20.862,-18.351,16.514,-14.821,13.543,-12.457,1
-307.31,103.34,-63.446,43.899,-34.43,28.266,-24.05,20.539,-18.248,16.434,-14.826,13.512,-12.379,1
-354.15,118.32,-71.536,50.821,-39.465,32.236,-27.539,23.793,-20.871,18.793,-16.898,15.643,-14.175,1
-354.73,118.26,-71.194,51.063,-39.555,32.083,-27.461,23.992,-20.854,18.592,-17.063,15.664,-14.114,1
-568.49,189.11,-114.37,81.355,-63.332,51.998,-43.886,38.327,-33.649,30.36,-27.202,25.044,-22.969,1
-570.62,189.86,-113.73,80.937,-63.09,52.062,-44.224,38.443,-33.746,30.049,-27.22,24.913,-23.05,1
-569.54,190.24,-114.4,80.861,-63.189,51.424,-44.097,38.321,-33.982,30.415,-27.402,24.853,-22.895,1
-568.98,191.28,-113.58,80.748,-63.734,51.262,-43.96,38.336,-33.993,30.578,-27.242,24.87,-22.872,1
-567.9,191.79,-113.79,80.161,-64.197,51.165,-43.799,38.521,-33.903,30.584,-27.292,24.753,-23.062,1
-569.62,190.57,-114.21,80.556,-63.341,51.846,-43.738,38.144,-34.2,30.546,-27.276,24.755,-22.908,1
-569.4,190.82,-113.91,80.869,-63.095,51.951,-43.807,37.93,-34.479,30.303,-27.409,24.749,-22.828,1
-570.61,189.97,-114.27,80.83,-63.076,51.875,-43.914,37.975,-34.181,30.756,-27.031,24.871,-22.952,1
-570.6,190.15,-113.85,81.434,-62.445,52.352,-43.71,37.898,-34.448,30.429,-27.314,24.667,-23.105,1
-569.37,191.17,-113.18,81.717,-62.503,52.079,-44.043,37.635,-34.57,30.452,-27.199,24.802,-23.012,1
-569.61,190.94,-113.41,81.49,-62.722,51.871,-44.239,37.453,-34.736,30.302,-27.331,24.69,-23.104,1
-570.97,189.81,-114.14,81.222,-62.563,52.335,-43.632,38.053,-34.246,30.645,-27.118,24.82,-23.004,1
-571.08,189.69,-114.26,81.105,-62.673,52.24,-43.703,38.014,-34.247,30.682,-27.045,24.92,-22.89,1
-569.74,190.92,-113.39,81.383,-63.029,51.525,-44.342,37.727,-34.239,30.726,-27.143,24.744,-22.964,1
-568.58,191.81,-112.91,81.413,-63.338,51.054,-44.806,37.373,-34.462,30.596,-27.235,24.655,-23.055,1
-570.87,190.09,-113.77,81.361,-62.903,51.605,-44.383,37.61,-34.347,30.674,-27.145,24.766,-22.927,1
-567.97,189.81,-115.13,81.822,-64.378,51.914,-43.958,38.372,-33.395,30.172,-27.159,24.78,-22.964,1
-570.15,190.72,-114.93,81.766,-63.538,52.009,-43.942,38.284,-33.694,30.235,-27.22,24.953,-22.898,1
-569.01,192.17,-114.2,81.314,-64.07,52.025,-43.932,38.082,-33.781,30.221,-27.247,25.101,-22.706,1
-567.4,192.83,-114.55,80.725,-64.176,52.441,-43.467,38.222,-33.935,30.02,-27.334,25.119,-22.668,1
-568.85,191.63,-115.32,80.458,-63.999,52.901,-42.931,38.641,-33.755,29.932,-27.627,24.742,-23,1
-570.81,191.4,-113.99,81.648,-64.122,51.793,-44.08,38.028,-33.717,30.334,-27.391,24.701,-22.893,1
-570.34,191.87,-113.53,82.085,-63.737,52.098,-43.876,38.124,-33.718,30.267,-27.481,24.631,-22.911,1
-571.89,190.69,-114.19,81.826,-63.81,52.062,-43.919,38.092,-33.698,30.368,-27.323,24.76,-22.902,1
-1044.6,349.74,-214.48,149.53,-118.09,95.014,-81.287,70.725,-61.153,55.342,-50.995,45.745,-41.9,1
-1312.5,438.54,-262.61,187.78,-145.74,120.15,-100.59,87.625,-77.011,69.542,-62.001,56.577,-53.148,1
-1315.5,438.41,-260.66,186.7,-145.65,119.71,-100.65,86.819,-77.098,69.223,-61.881,57.146,-52.692,1
-1316.8,437.44,-260.96,186.03,-146.44,119.38,-100.24,87.426,-76.975,69.763,-63.094,57.088,-52.847,1
-1317.6,436.49,-261.21,187.05,-145.31,119.34,-101.05,86.994,-76.967,69.629,-63.266,57.185,-52.911,1
-1315.4,438.24,-260.4,187.67,-144.93,119.39,-100.23,87.944,-76.762,69.872,-62.866,57.429,-52.673,1
-1316,437.64,-260.99,187.09,-145.48,118.87,-100.71,87.497,-77.165,69.517,-63.17,57.178,-52.87,1
-1314.9,438.68,-259.96,188.1,-144.51,119.8,-99.831,88.323,-76.401,70.213,-62.548,57.722,-52.407,1
-1315,438.66,-259.99,188.07,-144.53,119.77,-99.857,88.297,-76.427,70.187,-62.574,57.696,-52.433,1
-1315.9,437.75,-260.89,187.19,-145.4,118.92,-100.69,87.493,-77.203,69.443,-63.284,57.023,-53.067,1
-1315.9,437.69,-260.95,187.13,-145.46,118.86,-100.75,87.433,-77.262,69.384,-63.343,56.964,-53.126,1
-1315.7,437.91,-260.71,187.38,-145.19,119.17,-100.4,87.819,-76.833,69.858,-62.822,57.533,-52.51,1
-1315.9,437.72,-260.91,187.18,-145.38,118.97,-100.6,87.616,-77.038,69.652,-63.03,57.323,-52.721,1
-1316.3,437.37,-261.25,186.84,-145.72,118.64,-100.93,87.3,-77.346,69.354,-63.317,57.048,-52.984,1
-1314.7,438.82,-259.93,187.98,-144.79,119.33,-100.47,87.532,-77.299,69.265,-63.485,56.859,-53.143,1
-1316.1,437.53,-261.1,186.98,-145.6,118.74,-100.86,87.333,-77.338,69.345,-63.327,57.052,-52.95,1
-1315.4,438.22,-260.38,187.76,-144.77,119.63,-99.911,88.323,-76.329,70.346,-62.367,57.939,-52.171,1
-1315.4,438.2,-260.39,187.76,-144.75,119.66,-99.867,88.388,-76.243,70.454,-62.235,58.094,-51.993,1
-1316.7,436.99,-261.58,186.59,-145.89,118.56,-100.92,87.392,-77.18,69.58,-63.042,57.357,-52.658,1
-1316.6,437.06,-261.51,186.66,-145.81,118.64,-100.83,87.479,-77.089,69.677,-62.941,57.463,-52.547,1
-1316.5,437.19,-261.37,186.82,-145.63,118.86,-100.58,87.766,-76.766,70.033,-62.553,57.877,-52.113,1
-1316.9,436.79,-261.76,186.44,-146,118.49,-100.94,87.426,-77.092,69.724,-62.845,57.602,-52.369,1
-1317,436.66,-261.89,186.31,-146.13,118.38,-101.05,87.322,-77.188,69.636,-62.924,57.534,-52.428,1
-1315.5,436.84,-262.37,187.01,-144.06,119.96,-100.86,87.192,-76.942,69.691,-63.239,57.368,-52.413,1
-1319,437.65,-261.18,186.76,-144.7,119.22,-100.21,87.829,-78.131,69.357,-62.04,57.962,-52.606,1
-1318.5,437.8,-261.45,186.19,-145.27,118.98,-100.05,88.153,-78.037,69.026,-62.609,57.582,-52.514,1
-1316.5,438.21,-261.8,186.6,-144.53,118.72,-100.89,88.27,-76.841,69.946,-62.575,57.318,-52.757,1
-1316.5,438.25,-261.75,186.65,-144.48,118.77,-100.85,88.311,-76.801,69.985,-62.538,57.353,-52.724,1
-1316.1,438.69,-261.32,187.06,-144.09,119.14,-100.51,88.626,-76.52,70.229,-62.332,57.518,-52.601,1
-1316.3,438.4,-261.61,186.77,-144.37,118.85,-100.79,88.347,-76.796,69.955,-62.603,57.25,-52.866,1
-1316.4,438.37,-261.64,186.74,-144.41,118.82,-100.82,88.316,-76.827,69.925,-62.634,57.22,-52.896,1
-1316.3,438.43,-261.58,186.8,-144.34,118.89,-100.75,88.392,-76.746,70.011,-62.541,57.319,-52.79,1
-1315.5,439.21,-260.82,187.54,-143.64,119.55,-100.14,88.947,-76.246,70.455,-62.153,57.654,-52.504,1
-1316.5,438.27,-261.75,186.61,-144.56,118.64,-101.03,88.079,-77.094,69.63,-62.953,56.881,-53.248,1
-1316.5,438.21,-261.82,186.55,-144.62,118.58,-101.09,88.017,-77.156,69.569,-63.013,56.822,-53.306,1
-1316.4,438.38,-261.67,186.68,-144.51,118.69,-100.96,88.191,-76.912,69.9,-62.585,57.346,-52.699,1
-1317.4,437.36,-262.62,185.81,-145.28,118.04,-101.49,87.779,-77.217,69.688,-62.721,57.267,-52.738,1
-1317.4,437.34,-262.65,185.79,-145.29,118.04,-101.49,87.788,-77.204,69.704,-62.705,57.28,-52.73,1
-1316.6,438.17,-261.83,186.58,-144.53,118.75,-100.82,88.4,-76.649,70.199,-62.272,57.651,-52.421,1
-1315.2,439.44,-260.82,187.23,-144.29,118.57,-101.39,87.513,-77.755,68.989,-63.469,56.574,-53.295,1
-1315.5,439.16,-261.1,186.95,-144.57,118.3,-101.66,87.243,-78.022,68.724,-63.73,56.317,-53.547,1
-1315.9,438.75,-261.5,186.58,-144.92,117.98,-101.94,87.009,-78.21,68.585,-63.82,56.276,-53.54,1
-1316,438.58,-261.66,186.43,-145.06,117.85,-102.06,86.903,-78.301,68.508,-63.882,56.229,-53.574,1
-1315.5,439.17,-261.07,187.01,-144.48,118.42,-101.5,87.449,-77.769,69.026,-63.381,56.712,-53.11,1
-1315.3,439.36,-260.89,187.19,-144.3,118.6,-101.32,87.625,-77.596,69.195,-63.215,56.873,-52.954,1
-1315.4,439.21,-261.03,187.04,-144.45,118.45,-101.47,87.478,-77.742,69.05,-63.36,56.729,-53.097,1
-1315.7,438.95,-261.29,186.79,-144.7,118.21,-101.7,87.25,-77.961,68.841,-63.558,56.543,-53.27,1
-1315.9,438.76,-261.48,186.6,-144.89,118.02,-101.89,87.065,-78.145,68.66,-63.737,56.367,-53.443,1
-1315.1,439.52,-260.74,187.33,-144.18,118.7,-101.24,87.679,-77.57,69.191,-63.251,56.805,-53.055,1
-1315.1,439.52,-260.73,187.35,-144.14,118.75,-101.17,87.769,-77.457,69.329,-63.088,56.993,-52.842,1
-1315.7,438.92,-261.32,186.76,-144.73,118.18,-101.73,87.221,-77.989,68.814,-63.584,56.517,-53.296,1
-1316.1,438.58,-261.66,186.42,-145.06,117.86,-102.04,86.926,-78.271,68.547,-63.835,56.283,-53.512,1
-1315.1,439.39,-260.99,186.92,-144.71,118.1,-101.83,87.178,-77.933,68.976,-63.349,56.759,-53.13,1
-1313.4,441.05,-259.57,188.03,-143.96,118.51,-101.7,87.106,-78.098,68.822,-63.41,56.832,-52.925,1
-1317.4,437.43,-262.49,186.02,-144.98,118.4,-101.11,88.127,-76.943,69.846,-62.709,57.125,-53.024,1
