230.27,238.27,239.87,228.67,236.67,222.28,225.47,246.26,233.47,219.08,1
227.59,226.87,231.92,236.98,484.08,243.48,468.9,483.35,226.14,241.32,1
430.55,219.45,215.27,432.64,426.37,434.73,645.82,428.46,643.73,650,1
227.28,228.76,233.96,226.53,229.51,236.19,461.98,234.7,459.01,462.73,1
233.85,233.71,233.57,233,233.99,233.43,232.86,236.13,233.14,243.09,1
318.88,330.18,330.28,317.28,333.18,324.48,331.18,331.08,324.38,303.08,1
318.09,317.99,317.88,317.77,318.2,319.06,320.02,319.17,318.95,317.66,1
322.11,314.57,315.33,315.43,314.47,319.31,316.08,315.97,319.2,321.57,1
322.68,319.05,322.86,319.23,321.41,321.23,322.49,320.86,318.87,317.42,1
325.99,324.99,325.85,325.13,321.68,321.83,322.98,326.57,324.84,323.12,1
459.86,461.45,455.08,918.12,916.53,456.67,921.3,453.49,922.89,919.71,1
477.39,465.89,463.97,458.22,467.8,460.13,473.55,456.3,469.72,462.05,1
192.64,196.08,189.2,106.64,199.52,24.08,113.52,110.08,185.76,436.87,1
456.86,455.35,459.88,462.89,450.83,465.91,922.77,452.34,449.32,464.4,1
451.7,448.93,462.78,454.47,446.15,482.18,484.95,476.64,895.08,443.38,1
464.02,460.96,462.49,480.81,477.76,459.44,917.35,921.93,911.25,457.91,1
462.49,470.51,473.19,463.83,469.18,933.01,951.72,923.65,465.17,459.82,1
472.87,469.3,943.95,463.95,462.16,474.65,471.09,945.74,467.52,481.79,1
459.74,942.15,912.09,911.57,905.77,460.26,903.66,908.4,462.9,465.54,1
473.65,464.07,462.33,479.74,949.03,477.56,950.77,474.08,473.21,478,1
458.94,912.34,459.87,913.27,458.02,911.42,453.4,477.41,460.79,454.33,1
453.26,454.47,452.06,459.27,458.07,466.49,465.29,476.11,460.48,455.67,1
457.25,458.63,460.01,454.48,451.72,465.53,453.1,450.34,915.87,461.39,1
462.13,468.46,514.35,506.44,500.11,484.28,474.79,471.62,457.38,481.12,1
465.95,454.02,455.02,458.99,458,921.96,466.94,461.97,934.87,460.98,1
228.46,233.72,229.78,458.24,227.15,455.61,470.06,231.09,471.37,456.93,1
463.26,464.17,931.98,466.9,932.89,462.36,467.81,1403.4,465.99,465.08,1
344.87,347.14,347.3,344.71,345.04,347.46,378.52,354.26,346.98,346.17,1
339.64,339.52,339.75,357.27,339.86,339.41,357.16,357.05,338.41,339.97,1
352.78,353.36,344,344.59,347.12,355.7,358.63,344.2,346.73,347.51,1
353.41,356.61,354.09,356.95,356.44,356.78,351.9,353.75,354.25,358.47,1
961.41,958.04,951.29,954.66,971.53,910.81,917.56,947.92,964.78,924.3,1
912.35,908.48,900.75,904.62,916.21,902.68,898.82,906.55,922.01,894.95,1
880.26,882.98,874.81,877.53,888.43,872.08,885.71,1757.8,891.16,1771.4,1
895.34,898.02,892.65,903.4,889.96,908.78,900.71,919.53,1788,1790.7,1
918.2,915.28,924.05,909.43,912.35,1827.6,929.9,1824.7,903.58,926.97,1
922.32,930.77,889.73,895.76,921.11,925.94,933.19,893.35,953.71,950.09,1
897.35,899.51,893.01,895.18,890.84,903.85,901.68,1799,888.68,1801.2,1
920.54,925.61,922.23,923.92,927.3,912.1,930.68,918.86,932.37,940.81,1
928.82,927.1,931.69,954.68,914.45,916.18,942.04,913.3,923.65,918.47,1
905.69,905.19,904.69,904.19,906.19,903.69,907.19,938.16,906.69,922.67,1
927.18,923.46,922.84,924.7,918.5,924.08,913.55,925.32,909.83,911.69,1
914.47,907.22,916.89,903.6,936.22,930.18,939.84,902.39,933.8,920.51,1
922.25,913.86,916.44,922.89,933.22,929.99,926.76,903.53,938.38,902.88,1
901.77,909.23,912.22,903.26,907.74,900.27,910.73,915.2,897.29,913.71,1
924.92,929.94,931.95,887.76,928.94,908.85,886.76,895.8,939.99,934.96,1
922.29,927.37,917.2,918.22,907.03,928.39,910.09,932.46,929.41,921.27,1
119.28,121.04,359.61,357.85,478.89,240.32,477.14,238.57,475.38,356.1,1
361.33,241.63,121.92,119.7,359.11,478.82,481.03,363.55,356.9,239.41,1
253.92,250.86,256.98,278.4,247.8,244.75,302.87,379.35,272.28,275.34,1
120.11,360.33,240.22,358.66,121.78,118.44,480.44,238.55,478.77,477.1,1
118.49,357.72,120.73,239.22,355.48,236.99,476.21,116.26,359.95,478.45,1
120.2,358.95,477.5,479.15,357.31,240.4,238.75,360.6,118.55,475.86,1
360.18,358.29,118.8,239.49,478.98,120.69,477.09,241.38,237.6,356.41,1
119.9,121.42,361.23,241.32,359.71,239.81,481.13,362.74,479.61,242.84,1
118.84,120.57,358.26,239.41,359.98,478.82,477.1,237.69,356.53,241.13,1
118.97,356.42,356.9,237.94,357.87,119.94,119.45,355.94,118.48,475.39,1
356.14,118.89,237.25,118.36,475.03,474.5,237.78,357.19,355.62,238.3,1
358.6,358.12,119.53,357.64,477.65,239.07,120.01,238.59,119.05,477.17,1
119.15,356.02,118.67,358.41,119.63,237.82,120.11,238.3,356.49,477.56,1
358.55,119.2,477.75,120.15,357.6,476.8,239.35,238.4,478.71,360.46,1
359.81,240.57,120.29,480.09,239.52,360.86,119.23,481.15,358.75,479.04,1
368.18,489.13,243.68,250.79,366.4,364.62,487.35,480.24,122.73,482.02,1
119.63,118.73,356.19,474.92,357.09,355.29,238.36,237.46,475.82,474.02,1
254.92,128.47,256.93,126.46,258.94,252.92,381.38,383.39,509.85,130.47,1
118.8,356.4,237.6,354.79,473.59,475.19,235.99,117.19,358,353.19,1
118.94,355.9,356.82,474.84,237.88,475.76,236.96,473.92,119.86,354.98,1
240.24,250.25,238.24,244.24,476.48,490.49,246.25,236.24,242.24,484.48,1
478.96,241.09,237.87,482.18,475.75,244.3,488.61,485.39,234.66,720.05,1
485.53,244.31,488.63,241.22,482.44,497.9,247.41,491.72,729.85,253.59,1
249.01,246.14,503.74,257.59,506.6,480.84,486.57,251.87,495.15,477.98,1
241.17,478.17,480.25,239.09,476.09,237.01,247.4,486.49,488.57,474.01,1
245.09,495.71,484.66,243.25,250.62,486.5,246.93,493.87,499.4,482.81,1
242.78,479.73,483.61,240.84,485.55,481.67,477.79,487.5,489.44,246.66,1
239.08,478.15,480.31,241.23,476,484.62,236.92,717.23,719.38,245.54,1
475.76,237.62,244.43,237.09,475.23,487.3,236.57,244.96,238.14,480.48,1
245.89,495.39,496.12,242.27,246.61,249.5,485.27,487.44,499.73,491.78,1
483.08,477.64,477.09,483.63,239.09,238.55,481.99,242.36,241.27,240.72,1
237.03,236.47,235.91,472.38,240.38,472.94,235.35,475.17,471.82,238.7,1
501.8,251.48,250.32,506.45,249.15,507.62,499.47,256.14,252.65,502.96,1
248.08,503.54,246.86,250.54,498.62,487.57,493.71,486.34,501.08,253,1
484.38,485.5,243.87,486.62,487.74,242.75,491.09,483.26,493.33,247.22,1
237.48,238.67,473.76,236.28,485.69,474.95,242.25,241.06,472.56,479.72,1
508.8,505.56,499.07,489.35,495.83,486.11,479.63,512.04,476.39,502.31,1
481.1,484.21,478,487.31,509.04,518.35,502.83,474.89,512.14,515.24,1
473.9,471.78,476.01,469.67,480.24,467.55,484.48,478.13,945.68,488.71,1
481.37,478.71,484.03,476.05,473.39,470.73,489.35,499.99,468.07,494.67,1
471.44,473.56,469.33,479.9,942.89,945,477.79,475.67,1887.9,467.21,1
499.68,497.4,515.66,501.97,488.28,527.06,490.56,485.99,495.12,517.94,1
485.95,487.65,482.54,477.42,480.83,479.13,484.24,474.01,472.31,501.29,1
492.5,485.4,475.92,483.03,473.56,480.66,501.97,490.13,471.19,478.29,1
488.38,489.95,500.96,502.53,503.58,502.01,494.67,480,499.39,481.05,1
488.73,489.31,482.89,495.15,493.98,510.92,492.82,508,487.56,479.97,1
493.9,491.56,496.24,499.52,491.09,507.02,500.46,494.84,506.55,495.31,1
472.89,473.39,473.88,478.84,474.38,472.4,481.82,480.82,480.33,483.3,1
475.76,477.06,491.28,484.81,488.69,497.74,489.99,474.47,478.35,486.11,1
482.28,478.04,485.11,487.94,489.36,492.18,483.7,480.87,475.21,486.53,1
480.4,501.34,509.05,483.71,473.79,481.5,491.42,485.91,474.89,484.81,1
481.65,480.35,485.54,479.05,477.75,486.84,473.86,476.46,489.44,484.24,1
481.62,480.49,482.74,479.37,484.99,489.48,486.11,491.72,490.6,493.97,1
959.18,955.98,1915.2,1918.4,962.39,965.6,1912,972.02,1924.8,981.64,1
958.28,983.83,961.47,980.64,987.03,955.08,990.22,1910.2,1907,964.67,1
953.96,951.59,956.33,1905.6,1903.2,949.23,1907.9,961.06,1900.8,1915,1
943.12,940.55,937.97,945.7,950.85,1878.5,1875.9,956.01,948.28,935.39,1
994.7,996.97,1969,976.58,1987.1,1982.6,972.04,1948.6,1946.4,1959.9,1
955.1,991.84,986.59,999.71,1012.8,952.48,1952.2,1954.8,983.97,994.46,1
1956.1,1962.4,1968.8,983.33,981.22,1970.9,1960.3,1954,1958.2,1951.9,1
989.61,987.96,1936.5,979.74,1934.8,978.1,973.17,1957.8,1989.1,1925,1
1962.1,990.98,1961.5,996.66,1962.6,981.31,984.73,990.41,1970,1969.5,1
1932.5,1980.3,966.56,987.96,1000.5,1964,1933.1,1957.7,965.93,1981.6,1
1006.6,994.61,1972.5,1959.9,1974.1,1978.8,1987.1,1992.9,1987.7,1993.4,1
990.04,999.63,1001,1999.3,984.56,1973.9,983.88,989.36,2030.1,25.333,1
1012.1,979.79,973.06,977.1,2000,983.83,970.37,1002.7,1014.8,1013.4,1
1001.2,993.16,997.2,978.36,956.82,1008,1929.8,1945.9,998.54,1936.5,1
971.77,1943.5,1942.4,970.63,1947,1941.3,1948.1,1951.6,1944.7,972.92,1
984.63,1979.2,1962.6,985.73,1961.5,1963.7,994.55,975.81,1967.1,976.91,1
1879,1885.5,1883.9,1887.2,1880.6,1877.3,1888.8,1890.4,1898.6,1905.2,1
139.29,137.41,150.59,278.59,269.18,169.41,158.12,163.77,276.71,133.65,1
136.48,141.64,144.21,270.39,280.69,133.91,139.06,309.02,272.97,306.45,1
406.98,404.45,401.92,409.5,267.95,396.86,399.39,300.81,394.34,417.09,1
263.86,273.33,132.61,131.25,269.27,262.51,265.21,271.98,267.92,534.49,1
133.29,135.63,275.93,266.58,130.95,264.24,278.27,140.3,268.92,261.9,1
128.33,130.54,258.87,256.65,126.11,150.45,132.75,387.19,137.18,254.44,1
149.43,292.88,147.44,294.88,302.85,153.42,300.85,440.32,143.45,296.87,1
139.49,136.91,276.4,273.82,271.23,142.07,408.14,134.33,410.73,160.16,1
142.17,143.44,285.61,286.87,144.71,134.55,148.51,291.95,297.03,133.28,1
132.92,134.69,405.86,540.55,542.32,271.16,272.93,404.08,131.15,265.84,1
140.22,280.44,139.65,279.87,281.58,279.3,141.93,140.79,282.15,563.16,1
143.43,288.66,144.03,285.06,299.47,142.23,286.86,293.46,292.26,282.06,1
140.71,280.88,281.43,140.17,141.26,281.98,421.6,280.33,422.14,285.26,1
132.6,264.73,265.2,266.63,132.12,267.11,264.25,262.82,262.34,533.27,1
136.28,142.64,141.37,137.55,135,282.74,278.92,154.11,151.56,268.73,1
137.44,271.03,134.87,136.16,269.75,141.3,277.46,147.72,138.73,145.15,1
210.62,212.3,377.43,254.43,129.74,217.36,495.37,382.48,252.74,219.04,1
153.04,286.11,143.72,150.38,303.41,284.78,142.39,141.06,306.07,294.1,1
522.13,524.62,514.67,527.1,512.18,261.06,544.51,263.55,539.53,271.01,1
513.95,256.98,516.66,527.48,505.84,503.13,254.27,259.68,511.25,519.36,1
515.7,512.72,259.34,256.36,506.76,509.74,518.68,766.1,524.65,503.78,1
516.5,513.08,527.9,515.36,538.17,511.94,530.19,521.06,256.54,262.24,1
516.03,518.43,520.83,513.63,530.43,525.63,523.23,259.21,532.83,256.81,1
508.74,510.93,506.54,254.37,504.35,513.12,256.56,252.18,524.09,521.89,1
507.46,505.5,252.75,501.58,254.71,503.54,499.62,513.34,250.79,509.42,1
520.35,527.64,534.41,519.83,264.08,513.58,521.39,530.77,527.12,534.93,1
526.23,264.26,529.68,528.53,527.95,536,263.69,526.81,532.55,533.7,1
508.47,508.95,508,516.09,257.57,514.66,257.09,509.42,255.19,254.71,1
524.48,514.21,507.01,514.72,505.47,520.88,263.52,518.83,530.64,515.23,1
520.35,521.63,534.44,517.78,542.13,258.89,261.45,262.74,519.06,540.85,1
509.63,508.54,510.72,507.45,543.46,526,516.18,530.37,506.36,265.18,1
515.9,517.19,257.95,514.6,259.24,526.27,256.65,513.3,263.13,522.38,1
499.5,496.51,502.5,493.52,505.49,1495.5,508.48,1492.5,511.47,996.02,1
507.49,516.14,510.38,504.61,501.73,521.91,498.84,513.26,527.68,536.33,1
500.62,503.13,498.12,508.13,1001.2,515.64,1003.8,510.64,513.14,1504.4,1
502.7,505.44,499.95,497.2,521.93,516.43,524.67,494.46,508.19,527.42,1
499.66,497.02,502.31,494.38,507.6,1496.3,512.88,510.24,1493.7,1499,1
500.17,514.7,510.55,504.32,512.62,523,518.85,506.4,527.15,520.92,1
502.12,500.06,506.23,504.18,498,508.29,510.35,1002.2,1000.1,495.94,1
506.17,507.97,504.38,513.35,515.15,516.94,511.56,518.74,1010.6,1514.9,1
497.74,500.73,497.24,498.24,499.73,502.22,495.25,501.23,496.25,494.26,1
517.5,513.26,501.14,500.54,524.17,512.66,524.78,525.38,502.36,521.75,1
502.08,501.66,502.5,508.02,502.93,507.59,504.2,505.05,506.75,501.23,1
514.71,504.22,504.72,515.21,514.21,506.22,511.21,513.71,517.7,498.23,1
496.93,495.88,494.83,499.04,991.77,493.78,500.09,502.19,1490.8,1983.5,1
518.65,507.33,520.92,500.53,499.4,517.52,516.39,508.46,524.31,514.12,1
538.99,533.29,540.88,531.39,556.07,18.978,546.58,552.27,565.55,537.09,1
498.74,499.69,497.78,501.59,503.49,496.83,500.64,1495.3,996.52,1494.3,1
505.69,504.79,503.89,506.6,508.4,513.82,514.72,502.98,518.33,1514.4,1
1023.7,1026.8,1020.7,2044.5,2047.5,1029.8,2050.5,1069.3,1081.5,1017.7,1
1001.2,998.96,1019.1,1003.4,996.72,994.48,1016.9,1014.6,1023.6,1046,1
1039,2064.7,2062,1036.3,2067.4,1041.6,1025.7,2101.9,1023,2059.4,1
1026.5,1030.2,1033.9,1019,1056.4,1022.7,1052.7,1037.7,1015.2,1063.9,1
1028.7,1026.5,1030.9,1024.2,1053.1,1070.9,1022,1044.2,1046.5,1064.2,1
1037.5,1028.8,1023,1031.7,1014.4,1051.9,1020.1,1043.3,1077.9,1144.4,1
1035.9,1034.2,1020.6,1022.3,1032.5,1037.6,1018.9,1025.7,1013.8,1030.8,1
1026.2,1024,1030.4,2050.2,1021.9,1041.1,1034.7,2048.1,2052.4,1045.4,1
1033.8,1046.3,1047,1113.2,1045.7,1033.2,1097,1045.1,1058.2,1133.8,1
1008,1025.6,1010,1008.7,1013.4,1020.9,1006.6,999.18,995.11,1001.2,1
1046.9,1046.4,1048.9,1094.3,1023.7,1045.8,1099,1041.2,1049.5,1093.3,1
1030.7,1031.3,1022.8,1028.1,1032,1020.2,1023.5,1028.7,1019.5,1030,1
1029.1,1049.1,1030.5,1034.8,1039.1,1023.3,2081.1,1064.9,1024.7,1090.8,1
1069.1,1053.1,1058.9,1044.4,1057.5,1063.3,1098.3,1029.8,1025.4,1066.2,1
1053,1051.7,1073.4,1083.6,1063.2,1082.3,1060.6,1067,1059.3,1061.9,1
1015.6,1014.5,1017.7,1019.8,1024,1021.9,1030.3,1013.5,1016.6,1026.1,1
143.55,211.11,212.8,219.55,141.87,287.11,280.35,224.62,209.42,217.87,1
206.64,208.61,204.68,212.55,202.71,216.49,273.56,137.76,277.49,275.53,1
27.893,347.11,20.145,17.046,274.28,350.21,278.93,348.66,243.29,244.84,1
222.33,223.78,295.96,148.7,147.26,220.89,297.41,209.34,225.22,294.52,1
214.03,212.51,142.68,215.54,218.58,283.85,282.33,141.17,220.1,210.99,1
226.32,208.8,207.34,210.26,239.46,223.4,230.7,211.72,224.86,221.94,1
145.03,143.32,221.81,213.27,290.05,214.98,283.23,220.1,218.39,291.76,1
216.38,210.9,208.71,208.16,211.45,213.64,215.28,210.35,217.47,215.83,1
205.33,204.24,203.7,203.16,205.87,273.23,202.61,208.59,207.5,206.96,1
282.75,282.19,140.54,141.1,211.65,212.2,281.07,352.74,281.63,212.76,1
224.48,225.98,217.96,234.5,311.66,156.83,235.5,219.47,223.98,224.98,1
203.11,203.98,202.25,204.85,212.66,215.27,207.45,221.34,201.38,210.93,1
204.32,203.42,205.22,207.02,271.82,218.72,210.62,212.42,272.72,407.73,1
209.72,211.04,212.36,208.4,145.09,217.64,316.56,215,201.81,309.97,1
213.53,210.66,209.7,214.49,224.07,219.28,211.62,230.77,227.9,212.58,1
209.93,212.74,208.52,207.11,211.34,205.7,204.29,216.97,215.56,284.6,1
277.94,276.68,138.97,137.71,280.47,275.41,284.26,141.5,272.89,279.2,1
148.38,217.34,143.15,211.07,292.57,223.61,207.94,149.42,146.29,210.02,1
213.38,206.88,212.08,210.78,209.48,202.97,156.13,214.68,154.83,204.28,1
169.76,170.13,169.95,169.38,169.19,170.32,168.82,168.69,169.57,169.88,1
203.46,203.12,170.91,202.68,170.69,170.8,203.57,171.02,171.13,170.58,1
203.42,203.51,203.69,203.24,203.6,204.68,202.25,204.95,203.78,203.33,1
170.28,169.85,167.7,175.44,187.7,175.01,172.86,175.66,170.71,173.94,1
204.82,205.86,204.02,206.89,168.48,168.37,183.09,207.7,182.97,168.6,1
287.44,287.77,287.55,287.66,287.33,287.1,287.21,286.32,286.99,286.2,1
174.4,173.36,178.92,171.45,173.71,189.69,179.44,185.17,175.62,211.92,1
169.16,169.41,169.22,168.98,169.47,169.29,168.8,169.1,168.86,169.04,1
181.57,181.84,180.74,181.66,180.84,181.75,179.83,180.93,181.94,181.48,1
201.55,201.67,201.43,201.79,201.73,201.97,201.61,201.49,201.31,202.58,1
176.36,170.3,176.75,176.65,176.46,176.94,177.23,175.88,201.56,199.63,1
179.98,183.92,172.1,190.22,170.68,183.76,176.04,191.64,178.56,178.09,1
176.94,177.11,180.7,176.78,178.9,178.25,178.41,180.86,178.74,179.39,1
303.25,303.14,198.86,192.21,296.08,298.32,195.25,314.55,198.69,195.36,1
180.32,180.52,180.23,180.91,180.81,180.61,206.88,180.71,180.42,181.2,1
169.75,169.48,170.02,170.77,170.16,169.61,169.88,170.5,169.2,170.36,1
180.2,169.02,167.92,165.87,173.43,169.81,170.28,179.42,216.28,166.97,1
290.47,145.23,293.32,148.08,287.62,304.71,299.01,142.39,279.08,156.63,1
297.54,150.56,293.95,146.98,308.29,301.12,290.37,286.78,283.2,304.71,1
294.13,291.38,285.88,296.88,420.58,423.32,426.07,417.83,428.82,434.32,1
143.19,279.87,278.24,141.56,284.75,288,136.68,286.37,144.81,294.51,1
290.01,144.08,286.32,284.47,145.93,295.55,430.4,140.39,293.7,291.86,1
283.08,281.32,142.42,140.66,284.83,279.56,151.21,423.73,293.62,147.69,1
282,284.45,291.81,142.23,149.58,279.55,144.68,299.17,139.77,154.49,1
272.02,269.45,277.15,266.88,274.58,282.28,541.47,279.71,544.03,538.9,1
286.67,282.27,283.92,276.22,278.42,287.77,142.51,276.77,274.57,139.21,1
277.08,273.16,277.64,278.77,274.84,282.13,279.89,281.57,279.33,416.19,1
269.76,270.23,279.77,268.8,269.28,268.33,267.37,273.57,280.24,278.34,1
141.86,273.18,143.36,276.19,424.06,272.68,273.69,271.68,282.71,284.71,1
139.65,276.25,136.6,134.31,272.43,138.12,282.35,279.3,271.67,141.94,1
271.92,272.85,135.96,274.71,270.99,273.78,276.57,275.64,135.03,137.82,1
305.83,292.1,278.38,297.99,272.5,299.95,311.71,270.54,286.22,274.46,1
134.57,133.66,139.12,274.6,273.69,138.21,283.69,132.75,269.15,135.48,1
266.99,265.6,264.2,268.39,532.59,275.38,531.19,280.97,269.79,272.58,1
271.37,272.5,274.76,270.24,269.11,273.63,277.02,405.93,135.69,136.82,1
276.93,276.81,277.06,276.68,277.18,281.18,278.31,280.55,277.31,278.18,1
208.08,182.08,209.02,208.18,207.23,212.32,207.99,212.79,209.78,209.21,1
201.35,201.7,207.17,201.47,199.95,202.75,219.39,200.19,202.86,177.72,1
111.04,106.98,222.68,221.49,111.34,111.54,221.99,110.85,111.14,222.38,1
209.44,206.93,203.08,203.58,204.25,206.1,205.93,204.42,206.43,209.61,1
213.47,109.39,213.34,105.72,108.89,208.91,218.78,104.45,218.66,104.58,1
263.08,261.82,260.56,264.34,266.85,273.15,274.41,275.66,269.37,276.92,1
267.62,264.74,270.5,273.38,276.25,532.37,535.24,261.87,529.49,541,1
262.83,261.04,259.25,264.62,278.92,282.5,269.98,257.47,268.19,523.87,1
269.16,266.5,271.83,263.83,282.49,255.84,285.15,253.17,277.16,295.81,1
270.1,263.96,261.92,272.15,276.24,274.19,286.47,259.87,268.05,280.33,1
269.22,270.82,267.63,275.6,272.41,278.78,277.19,266.04,274,264.44,1
265.5,266.83,264.18,262.85,270.81,268.16,274.8,273.47,278.78,277.45,1
271.27,274.7,265.87,263.91,270.29,264.89,268.33,264.4,267.83,265.38,1
266.24,265.28,270.09,269.13,267.2,261.44,277.78,278.74,264.32,262.4,1
265.49,265.06,265.92,268.06,267.21,266.78,268.92,263.77,264.63,264.2,1
264.69,264.2,263.72,265.17,280.68,270.5,270.02,271.47,269.54,280.2,1
268.61,269.46,279.6,277.06,267.77,277.91,270.3,280.44,271.15,275.37,1
270.35,276.14,268.61,264.56,262.24,263.4,274.98,267.45,263.98,269.19,1
276.96,279.07,300.22,315.02,285.42,321.36,283.3,298.1,323.47,270.62,1
268.13,267.11,269.15,266.09,284.44,286.48,278.33,282.4,285.46,270.17,1
264.79,263.97,265.61,263.15,267.25,269.71,268.89,268.07,262.33,271.35,1
267,265.86,268.14,270.43,264.72,271.57,272.71,269.29,273.85,263.58,1
266.23,266.1,264.14,264,343.6,265.96,343.46,266.37,272.11,271.97,1
549.59,545.9,571.72,575.41,1121.3,553.28,1125,527.46,1077,531.15,1
538.73,525.51,535.43,532.12,528.82,522.21,542.04,548.65,512.29,518.9,1
538.68,541.65,529.75,535.7,1071.4,1068.4,547.6,544.63,532.72,1086.3,1
536.45,539.38,542.31,551.1,545.24,548.17,533.52,527.65,1081.7,1078.8,1
557.04,610.2,554.92,608.07,569.8,622.95,563.42,625.08,546.41,1103.5,1
569.68,573.44,552.75,539.59,541.47,554.63,592.24,579.08,543.35,575.32,1
531.78,533.23,530.33,541.92,547.72,534.68,550.62,1065,537.58,1063.6,1
540.88,538.94,544.76,537,546.69,550.57,554.45,533.12,1083.7,535.06,1
568.77,546.96,551.63,548,553.19,546.44,567.74,559.42,573.45,551.11,1
541.24,540.73,544.28,541.74,536.67,550.88,538.7,543.77,551.9,550.37,1
539.63,535.95,538.4,540.24,536.57,537.18,537.79,548.8,535.34,540.85,1
654.47,603.16,558.69,655.61,653.32,560.97,656.75,557.55,555.27,615.7,1
545.95,551.37,551.97,543.55,567.02,549.56,542.94,557.39,547.76,550.17,1
539.51,541.02,536.47,544.05,542.54,537.99,556.18,548.6,551.63,534.96,1
542.26,563.91,541.27,564.89,565.88,536.35,562.92,567.84,537.34,553.08,1
544.53,542.78,548.03,1087.3,539.28,541.03,535.78,549.78,1630.1,1085.6,1
538,538.98,537.01,536.03,547.83,539.96,1075,540.95,544.88,1074,1
171.18,171.39,171.59,170.98,170.78,170.58,171.79,171.28,171.49,171.08,1
1078,1097.5,1069.6,1089.1,1083.6,1100.3,1075.2,1086.3,1072.4,1066.8,1
1047.3,1051.6,1043,1056,2094.6,2099,1064.6,2090.3,1107.9,1073.3,1
1074.2,1071.3,1068.4,1080,1091.7,1077.1,1085.8,2145.5,2142.6,2148.4,1
23.515,16.796,2149.9,2176.8,2173.4,2180.1,2146.5,2153.3,2193.6,2220.5,1
1066.1,1068.6,1058.6,1073.5,1063.6,1088.5,1078.5,1090.9,1056.2,1041.2,1
1070.6,1081.2,1036.3,1068,2083.1,2080.5,1033.6,1091.8,1073.3,2077.8,1
1068.6,1070.7,1064.5,1074.9,1062.4,1077,1054,1072.8,1056.1,1081.2,1
1079.2,1076.3,1082.2,1094.2,1085.2,1091.2,1118,1103.1,1115,1088.2,1
1075.4,1089.6,1071.4,1066.3,1077.1,1072.6,1073.7,1067.4,1084.5,1070.3,1
1074.9,1065.2,1068.3,1071.9,1073.1,1080.9,1075.5,1056.8,1059.2,1061.6,1
1080.2,1076.3,1075.8,1093.3,1079.6,1082.4,1081.8,1080.7,1094.4,1085.7,1
1084.7,1082.9,1107.1,1075.7,1102.6,1103.5,1106.2,1080.2,1120.6,1108,1
1082.3,1083.5,1067.8,1077.4,1065.4,1099.1,1101.5,1081,1071.4,1052.1,1
1094,1101.3,1115.3,1094.6,1096.6,1108,1159.2,1118.6,1121.9,1137.9,1
1070.7,1068.4,1069.6,1071.9,1064.9,1073.1,1061.4,1101.2,1076.6,1063.7,1
1074.1,1100.4,1086,1072.9,1090.8,1071.7,1087.2,1101.6,1113.6,1107.6,1
2218.3,2157.6,2149,2146.1,4295,4289.3,17.33,4292.2,4303.7,4401.9,1
219.84,215.35,217.59,143.57,145.81,222.08,213.11,141.32,224.32,289.38,1
